channel_width,channel_length,interval,end,n_simulations,n_pulses,n_fronts_received
6,1000,300,180,30,500,14885
6,1000,300,190,30,500,14882
6,1000,300,200,30,500,14851
6,1000,300,210,30,500,14854
6,1000,300,220,30,500,14841
6,1000,300,230,30,500,14828
6,1000,300,240,30,500,14802
6,1000,300,250,30,500,14785
6,1000,300,260,30,500,14778
6,1000,300,270,30,500,14763
6,1000,300,280,30,500,14751
6,1000,300,290,30,500,14725
6,1000,300,300,30,500,14715
6,1000,300,310,30,500,14701
6,1000,300,320,30,500,14682
6,1000,300,330,30,500,14676
6,1000,300,340,30,500,14655
6,1000,300,350,30,500,14641
6,1000,300,360,30,500,14615
6,1000,300,370,30,500,14600
6,1000,300,380,30,500,14593
6,1000,300,390,30,500,14594
6,1000,300,400,30,500,14586
6,1000,300,410,30,500,14562
6,1000,300,420,30,500,14555
6,1000,300,430,30,500,14533
6,1000,300,440,30,500,14514
6,1000,300,450,30,500,14492
6,1000,300,460,30,500,14482
6,1000,300,470,30,500,14466
6,1000,300,480,30,500,14453
6,1000,300,490,30,500,14429
6,1000,300,500,30,500,14419
6,1000,300,510,30,500,14400
6,1000,300,520,30,500,14370
6,1000,300,530,30,500,14358
6,1000,300,540,30,500,14340
6,1000,300,550,30,500,14317
6,1000,300,560,30,500,14313
6,1000,300,570,30,500,14294
6,1000,300,580,30,500,14288
6,1000,300,590,30,500,14268
6,1000,300,600,30,500,14261
6,1000,300,610,30,500,14236
6,1000,300,620,30,500,14227
6,1000,300,630,30,500,14212
6,1000,300,640,30,500,14188
6,1000,300,650,30,500,14181
6,1000,300,660,30,500,14166
6,1000,300,670,30,500,14149
6,1000,300,680,30,500,14138
6,1000,300,690,30,500,14120
6,1000,300,700,30,500,14100
6,1000,300,710,30,500,14091
6,1000,300,720,30,500,14074
6,1000,300,730,30,500,14057
6,1000,300,740,30,500,14039
6,1000,300,750,30,500,14031
6,1000,300,760,30,500,14014
6,1000,300,770,30,500,13997
6,1000,300,780,30,500,13979
6,1000,300,790,30,500,13955
6,1000,300,800,30,500,13955
6,1000,300,810,30,500,13932
6,1000,300,820,30,500,13916
6,1000,300,830,30,500,13898
6,1000,300,840,30,500,13892
6,1000,300,850,30,500,13877
6,1000,300,860,30,500,13881
6,1000,300,870,30,500,13872
6,1000,300,880,30,500,13855
6,1000,300,890,30,500,13831
6,1000,300,900,30,500,13819
6,1000,300,910,30,500,13816
6,1000,300,920,30,500,13796
6,1000,300,930,30,500,13799
6,1000,300,940,30,500,13778
6,1000,300,950,30,500,13776
6,1000,300,960,30,500,13762
6,1000,300,970,30,500,13743
6,1000,300,980,30,500,13725
6,1000,300,990,30,500,13710
6,1000,300,1000,30,500,13684
