,channel_width,channel_length,interval,cond_entropy,efficiency,bitrate_per_min,bitrate_per_hour
11,11,300,146,0.6324138577199213,0.3675861422800787,0.00251771330328821,0.1510627981972926
12,11,300,150,0.6285203694942828,0.3714796305057172,0.0024765308700381147,0.14859185220228688
13,11,300,155,0.5824416431888068,0.41755835681119324,0.0026939248826528595,0.16163549295917157
14,11,300,160,0.5838263155685481,0.41617368443145186,0.0026010855276965743,0.15606513166179445
15,11,300,164,0.55234195328746,0.44765804671253995,0.002729622236052073,0.16377733416312437
16,11,300,170,0.5083714985656327,0.4916285014343673,0.0028919323613786313,0.1735159416827179
17,11,300,175,0.48861569127919746,0.5113843087208025,0.0029221960498331573,0.17533176298998943
18,11,300,180,0.487720433097811,0.512279566902189,0.00284599759390105,0.170759855634063
19,11,300,186,0.4825426846772753,0.5174573153227247,0.002782028577003896,0.16692171462023375
20,11,300,191,0.4391341259964427,0.5608658740035573,0.002936470544521242,0.1761882326712745
21,11,300,197,0.46568050257423865,0.5343194974257613,0.0027122817128211237,0.16273690276926742
22,11,1000,162,0.9926452949725817,0.007354705027418307,4.539941374949572e-05,0.0027239648249697433
23,11,1000,167,0.9911330726961204,0.008866927303879613,5.309537307712343e-05,0.0031857223846274057
24,11,1000,172,0.9892805530642873,0.010719446935712695,6.232236590530637e-05,0.0037393419543183823
25,11,1000,177,0.993283658547597,0.006716341452402963,3.7945431934480015e-05,0.002276725916068801
26,11,1000,183,0.992199027182712,0.007800972817287977,4.262826676113648e-05,0.002557696005668189
27,11,1000,189,0.9890663836077933,0.010933616392206691,5.784982218098778e-05,0.003470989330859267
28,11,1000,194,0.9894766482847598,0.010523351715240215,5.4244081006392855e-05,0.0032546448603835714
29,11,1000,200,0.9853681219468593,0.014631878053140701,7.315939026570351e-05,0.00438956341594221
30,11,1000,206,0.9857507917638846,0.014249208236115418,6.917091376755057e-05,0.004150254826053034
31,11,1000,213,0.9915555845248075,0.00844441547519248,3.964514307602103e-05,0.002378708584561262
32,11,1000,219,0.9836918450764097,0.01630815492359028,7.446646083831178e-05,0.004467987650298707
0,12,100,117,0.4821628869036389,0.517837113096361,0.00442595823159283,0.26555749389556976
1,12,100,121,0.4233939869542509,0.5766060130457491,0.004765338950791315,0.2859203370474789
2,12,100,125,0.3537183264677567,0.6462816735322433,0.005170253388257946,0.3102152032954768
3,12,100,129,0.3257348118843646,0.6742651881156354,0.005226861923377018,0.3136117154026211
4,12,100,132,0.2789104558668474,0.7210895441331526,0.005462799576766307,0.32776797460597845
5,12,100,137,0.24666668925499516,0.7533333107450049,0.005498783290109524,0.32992699740657144
6,12,100,141,0.21715758254327866,0.7828424174567213,0.005552073882671782,0.3331244329603069
7,12,100,145,0.21939867946122496,0.7806013205387751,0.005383457383026035,0.3230074429815621
8,12,100,149,0.16631425796857274,0.8336857420314272,0.005595206322358571,0.33571237934151427
9,12,100,154,0.13785062930899636,0.8621493706910036,0.005598372536954569,0.33590235221727416
10,12,100,159,0.15377441609964193,0.8462255839003581,0.005322173483650051,0.31933040901900306
11,12,300,150,0.7464362195688765,0.2535637804311235,0.0016904252028741567,0.1014255121724494
12,12,300,155,0.7541011174850062,0.2458988825149938,0.0015864444033225407,0.09518666419935244
13,12,300,159,0.7260906294913497,0.2739093705086503,0.0017227004434506306,0.10336202660703783
14,12,300,164,0.7279678170804712,0.2720321829195288,0.0016587328226800536,0.09952396936080322
15,12,300,169,0.704345489225936,0.295654510774064,0.0017494349749944617,0.1049660984996677
16,12,300,175,0.702237592582826,0.29776240741717397,0.0017014994709552797,0.10208996825731678
17,12,300,180,0.6565176702312381,0.3434823297687619,0.0019082351653820107,0.11449410992292064
18,12,300,185,0.6344785387551662,0.36552146124483376,0.0019757916824045068,0.11854750094427041
19,12,300,191,0.6318532322723209,0.36814676772767907,0.0019274699881030317,0.1156481992861819
20,12,300,197,0.61409884618396,0.38590115381603995,0.0019588891056651772,0.11753334633991064
21,12,300,203,0.6158147084666524,0.3841852915333476,0.0018925383819376727,0.11355230291626037
22,12,1000,172,1.0001021182155572,-0.0001021182155571676,-5.937105555649279e-07,-3.5622633333895675e-05
23,12,1000,177,0.997793044425745,0.0022069555742549873,1.246867556076264e-05,0.0007481205336457583
24,12,1000,182,0.9989031815753909,0.0010968184246090695,6.026474860489393e-06,0.0003615884916293636
25,12,1000,188,0.9968142275842686,0.0031857724157313694,1.6945597956017923e-05,0.0010167358773610754
26,12,1000,194,0.9969521622186067,0.003047837781393281,1.5710504027800417e-05,0.000942630241668025
27,12,1000,199,0.9977445616199941,0.0022554383800058586,1.133386120605959e-05,0.0006800316723635754
28,12,1000,206,0.997071603094704,0.0029283969052960046,1.4215518957747594e-05,0.0008529311374648557
29,12,1000,212,0.9979722173759912,0.0020277826240088226,9.565012377400107e-06,0.0005739007426440064
30,12,1000,218,0.9975004253055735,0.0024995746944265207,1.1465938965259269e-05,0.0006879563379155561
31,12,1000,225,0.9963663772708046,0.0036336227291954293,1.6149434351979687e-05,0.0009689660611187812
32,12,1000,232,0.9966651209105797,0.0033348790894203173,1.4374478833708264e-05,0.0008624687300224958
